Tue Jun 27 21:52:45 2023    profiling_result.prof

         3524618 function calls (3519948 primitive calls) in 8.095 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:915(CommandState)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:1959(_signature_bound_method)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\contextlib.py:448(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:827(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:2721(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:473(Purpose)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\base_events.py:389(BaseEventLoop)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1350(__init_subclass__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:1396(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:1002(SSLSocket)
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\base_tasks.py:1(<module>)
        9    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:225(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\stockfish\models.py:685(Capture)
      136    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       20    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1247(__hash__)
       40    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:223(_check_generic)
       69    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       30    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\events.py:204(AbstractEventLoop)
       58    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:82(groups)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\os.py:48(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:737(pin_mask)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\log.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method io.open}
        7    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:2637(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\coroutines.py:18(_is_debug_mode)
      116    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\random.py:128(seed)
        4    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:268(getuntil)
      107    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:559(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:1003(UciProtocol)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       44    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:705(__eq__)
       31    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:2920(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1616(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:153(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\_collections_abc.py:821(get)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:1420(reset)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:1553(XBoardProtocol)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:568(set)
       59    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:245(<genexpr>)
      184    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\posixpath.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\threads.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1435(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:545(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_compile.py:485(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\os.py:675(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:1430(reset_board)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\contextlib.py:496(callback)
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:3234(_ep_skewered)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1231(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\tempfile.py:661(SpooledTemporaryFile)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_compile.py:440(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:872(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_compile.py:516(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:480(SSLContext)
       43    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:169(__setitem__)
       61    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\events.py:623(BaseDefaultEventLoopPolicy)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1107(__mro_entries__)
       54    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:824(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:236(__init__)
       81    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\socket.py:214(socket)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1366(_fixupParents)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\types.py:249(coroutine)
       23    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      103    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\types.py:176(__get__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:227(_recursive_repr)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:702(Popen)
       61    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:986(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:571(reset_board)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:1332(_make_inheritable)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:3014(replace)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:125(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:567(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\tasks.py:75(Task)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\contextlib.py:252(contextmanager)
       24    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:380(__repr__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:557(_reset_board)
        7    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:1349(formatannotation)
       14    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:296(_class_escape)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:816(Thread)
       24    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_compile.py:477(_get_iscased)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\windows_events.py:415(IocpProactor)
       48    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:928(fix_flags)
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:448(_field_init)
       22    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_compile.py:81(_combine_flags)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:612(unwrap)
       18    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_compile.py:619(isstring)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\trsock.py:5(TransportSocket)
       37    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       15    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:996(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\selector_events.py:43(BaseSelectorEventLoop)
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:367(field)
       37    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\collections\__init__.py:402(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:387(Piece)
       37    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:279(_is_owned)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
       33    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\weakref.py:105(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\_weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:841(SSLObject)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\_compression.py:33(DecompressReader)
       19    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\contextlib.py:514(_push_exit_callback)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:400(_tuple_str)
       64    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:149(square_mirror)
        4    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:219(_acquireLock)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:90(RLock)
       49    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\_distutils_hack\__init__.py:96(<lambda>)
       13    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:451(__members__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1795(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\proactor_events.py:626(BaseProactorEventLoop)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:281(Limit)
       50    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\tempfile.py:805(TemporaryDirectory)
       53    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\concurrent\futures\_base.py:327(Future)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\events.py:162(AbstractServer)
       10    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1330(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\sslproto.py:283(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000002923102B010}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ntpath.py:51(normcase)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\random.py:103(Random)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\os.py:747(encodekey)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:452(uci)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:622(Barrier)
       36    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1296(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\windows_events.py:96(_BaseWaitHandleFuture)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:868(_parse_flags)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:547(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:572(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:547(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1420(Logger)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:425(CompletedProcess)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:391(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\subprocess.py:115(Process)
        4    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:817(_set_qualname)
        4    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\selector_events.py:1001(_SelectorDatagramTransport)
       40    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:863(Handler)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:169(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:3507(PseudoLegalMoveGenerator)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:379(PovScore)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:922(BaseCommand)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:902(createLock)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:486(__repr__)
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1784(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\traceback.py:335(StackSummary)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\proactor_events.py:46(_ProactorBasePipeTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\selector_events.py:619(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\bz2.py:26(BZ2File)
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:286(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\streams.py:181(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:66(get_annotations)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:489(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\re.py:269(escape)
       31    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\signal.py:16(<lambda>)
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
       35    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        4    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\polyglot.py:234(ZobristHasher)
        1    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:508(_init_param)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:1985(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:3538(LegalMoveGenerator)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\base_events.py:210(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:522(Formatter)
        8    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:2969(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\streams.py:374(StreamReader)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\windows_utils.py:81(PipeHandle)
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_compile.py:456(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:575(_clear_board)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:518(Cp)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       28    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1778(RootLogger)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:964(__mro_entries__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\sslproto.py:409(SSLProtocol)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:58(_make_class_unpicklable)
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:436(_field_assign)
        9    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1217(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:1341(_filter_handle_list)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\sslproto.py:35(_SSLPipe)
